name	age	height	weight	foot	injury tolerance	position_prefered_team	positions	fifa_team	contract_valid_until	nationality	attack	defence	balance	stamina	speed	acceleration	response	agility	dribble accuracy	dribble speed	short pass accuracy	short pass speed	long pass accuracy	long pass speed	shot accuracy	shot power	shot technique	free kick accuracy	swerve	heading	jump	technique	aggression	mentality	gk skills	team work
Danilo Filipe de Melo Veiga	22	183	83	R	B	SB	["SB","CM"]	Estrela Amadora	2027	Portugal	65	69	76	73	74	73	73	71	71	73	71	68	67	66	66	68	61	61	62	72	78	68	70	73	50	69
Tiago Filipe Prazeres Ferreira	22	171	66	L	B	WF	["WF","SM","AM"]	Estrela Amadora	2026	Portugal	67	37	74	71	77	79	64	79	74	74	71	68	70	67	67	68	67	71	69	61	66	75	64	63	50	67
Marko Gudžulić Марко Гуџулић	22	196	92	R	B	GK	["GK"]	Estrela Amadora	2027	Serbia	31	73	81	71	62	62	73	62	58	55	61	64	62	64	30	68	43	61	49	55	69	65	39	53	72	58
Jovane Eduardo Borges Cabral	26	174	81	R	B	WF	["WF","SM","AM","CF","SS"]	Estrela Amadora	2026	Cabo Verde	76	44	79	74	82	85	77	82	79	80	75	78	74	78	73	83	77	79	79	66	81	78	77	71	50	73
João Diogo Alves Rodrigues	26	177	71	R	B	CF	["CF","WF","SM"]	Estrela Amadora	2025	Portugal	78	31	75	78	79	79	74	79	73	74	68	72	60	64	76	79	68	61	62	71	79	75	74	69	50	70
Bilal Abdelrahman-Zeeni بلال مظهر عبدالرحمن	21	183	75	R	B	CF	["CF","WF","SM"]	Estrela Amadora	2026	Egypt	68	32	69	71	68	68	67	66	71	69	66	66	60	56	73	68	63	61	62	78	79	70	67	68	50	65
Ivan Zlobin	27	191	84	R	B	GK	["GK"]	Famalicão	2025	Russia	31	74	77	71	62	62	75	67	58	55	61	64	62	64	32	68	43	61	49	55	70	65	47	64	74	64
Lucas Felipe Calegari	22	171	70	R	B	SB	["SB","DM"]	Famalicão	2025	Brazil	65	62	74	81	85	84	72	83	73	78	75	70	69	67	61	68	62	61	62	65	69	74	66	77	50	67
Leonardo Javier Realpe Montaño	23	178	72	R	B	CBT	["CBT"]	Famalicão	2025	Ecuador	54	75	81	76	67	70	71	68	65	64	78	71	61	52	61	68	61	61	62	76	81	71	58	73	50	66
Enea Mihaj Ενέα Μιχάι	26	186	81	R	B	CBT	["CBT"]	Famalicão	2025	Albania	55	77	80	73	68	66	75	62	65	65	72	71	65	64	61	72	57	61	62	78	82	65	58	74	50	73
Luís Rafael Soares Alves	29	177	72	L	B	SB	["SB"]	Famalicão	2026	Portugal	71	68	73	77	78	79	72	77	76	76	74	74	73	74	62	74	71	73	76	68	75	76	71	73	50	70
Tom van de Looi	25	186	80	R	B	DM	["DM","CM"]	Famalicão	2027	Netherlands	72	66	78	78	68	76	73	76	75	70	76	74	74	73	71	74	72	68	69	72	81	76	73	75	50	72
Marcos Vinicios Lopes Moura	23	176	62	R	B	WF	["WF","SM"]	Famalicão	2025	Brazil	76	36	74	71	76	75	75	74	77	76	71	71	67	70	78	73	74	61	62	61	66	78	75	63	50	69
Mirko Topić Мирко Топић	23	190	84	R	B	DM	["DM"]	Famalicão	2027	Serbia	69	77	81	72	69	71	77	67	71	67	78	75	68	67	61	73	62	61	62	69	79	74	73	75	50	74
Mario González Gutiérrez	28	183	76	R	B	CF	["CF"]	Famalicão	2025	Spain	79	31	79	79	75	70	74	74	77	75	71	71	71	73	78	74	73	63	62	77	82	78	74	68	50	73
Diogo Filipe Costa Rocha	29	169	63	R	B	WF	["WF","SM"]	Famalicão	2027	Portugal	75	56	75	76	85	87	77	85	82	83	74	71	72	70	73	69	73	68	68	61	66	82	77	72	50	73
Óscar Aranda Subiela	22	181	78	R	B	CF	["CF","SM","WF"]	Famalicão	2026	Spain	73	35	74	71	82	79	71	78	81	82	71	70	68	68	75	72	76	61	74	65	75	81	71	63	50	69
Mathias de Amorim	20	174	70	R	B	CM	["CM","AM"]	Famalicão	2028	France	72	62	74	71	69	74	74	69	76	73	75	70	66	60	61	68	63	63	68	61	66	76	74	69	50	69
Riccieli Eduardo da Silva Júnior	26	184	76	R	B	CBT	["CBT"]	Famalicão	2027	Brazil	53	79	83	75	66	66	76	62	67	61	68	65	63	64	61	68	61	61	62	72	83	70	59	78	50	76
Justin de Haas	24	194	87	L	B	CBT	["CBT"]	Famalicão	2026	Netherlands	50	76	85	71	68	66	71	62	65	65	66	65	59	51	61	68	56	61	62	76	82	65	54	74	50	70
Rodrigo Pinheiro Ferreira	22	183	80	R	B	SB	["SB"]	Famalicão	2028	Portugal	63	63	71	76	82	81	68	71	68	76	68	66	66	68	61	68	59	61	62	63	74	66	68	72	50	64
Otso Liimatta	20	169	63	L	B	AM	["AM"]	Famalicão	2027	Finland	69	51	78	71	74	76	73	71	74	73	76	70	72	67	64	68	64	66	68	63	66	75	73	63	50	67
Afonso de Oliveira Rodrigues	22	178	70	L	B	WF	["WF","SM"]	Famalicão	2027	Portugal	69	37	69	71	77	76	67	73	72	74	68	70	68	71	74	74	70	68	70	66	71	71	67	63	50	68
Gustavo Filipe Alves de Freitas Azevedo e Sá	20	186	80	R	B	AM	["AM","CM"]	Famalicão	2029	Portugal	76	71	80	71	79	77	77	77	78	77	78	76	75	74	74	75	73	73	78	74	83	79	77	73	50	77
Yassir Zabiri يسير محمد زبيري	19	177	70	L	B	CF	["CF"]	Famalicão	2028	Morocco	72	33	71	71	77	74	72	68	72	73	63	65	58	57	71	69	64	61	62	62	66	72	72	63	50	66
Gabriel Cabral da Cruz	21	196	90	R	B	GK	["GK"]	Famalicão	2027	Brazil	31	72	81	71	62	62	72	62	58	55	61	62	61	62	29	66	43	61	49	55	69	65	36	53	71	54
Gil Bastião Dias	28	185	75	L	B	WF	["WF","SM"]	Famalicão	2027	Portugal	72	65	74	75	74	79	74	78	75	74	73	71	71	71	71	71	71	70	72	66	74	75	74	72	50	71
Lazar Carević Лазар Царевић	25	195	88	R	B	GK	["GK"]	Famalicão	2028	Montenegro	31	73	78	71	62	62	76	62	58	55	61	66	63	66	29	74	43	61	49	55	70	65	46	63	73	62
Zaydou Youssouf	25	182	77	L	B	CM	["CM","DM"]	Famalicão	2026	France	79	73	84	83	75	73	78	74	83	79	81	79	74	73	68	78	73	74	74	68	79	82	78	82	50	80
Ibrahima Ba	19	190	76	R	B	CBT	["CBT"]	Famalicão	2029	Senegal	47	71	79	71	66	66	66	62	65	62	62	62	58	49	61	68	59	61	62	71	74	65	46	76	50	71
Martim Rafael Silva Almeida	19	182	72	R	B	CM	["CM","DM"]	Famalicão	2026	Portugal	69	60	68	71	66	69	71	66	74	67	73	69	65	60	61	68	63	61	62	62	66	75	69	70	50	71
Diogo Rafael Gomes Cabral	21	175	68	L	B	WF	["WF","SM","CF"]	Famalicão	2027	Portugal	70	38	73	71	78	79	72	77	75	75	66	70	62	71	71	77	63	61	62	61	66	76	72	63	50	65
Diogo Filipe Pinto Costa	21	180	73	L	B	SB	["SB"]	Famalicão	2025	Portugal	64	61	68	71	68	68	70	64	65	65	61	62	62	62	61	68	56	61	62	61	66	65	70	66	50	60
Samuel Gomes Lobato	23	184	71	R	B	CM	["CM","AM"]	Famalicão	2026	Portugal	71	63	74	71	66	66	72	64	70	64	73	69	65	60	64	68	62	61	62	65	68	71	72	70	50	69
Hugo Alberto Pires da Cunha	23	198	91	R	B	GK	["GK"]	Famalicão	2026	Portugal	31	72	81	71	62	62	74	63	58	55	61	64	62	64	31	70	43	61	49	55	70	65	36	52	71	58
Kaique Pereira Azarias	21	193	86	R	B	GK	["GK"]	Farense	2027	Brazil	31	69	78	71	62	62	73	60	58	55	61	62	61	62	31	66	43	61	49	55	67	65	39	57	69	60
Paulo Victor de Almeida Barbosa	23	180	66	L	B	SB	["SB"]	Farense	2026	Brazil	70	59	66	76	78	77	71	77	74	76	66	65	68	66	61	68	62	61	65	61	66	73	71	71	50	68
Marco Moreno Ojeda	23	191	78	R	B	CBT	["CBT"]	Farense	2026	Spain	50	72	79	73	70	66	70	62	65	66	68	67	63	55	61	68	58	61	62	68	73	65	52	76	50	71
Artur Jorge Marques Amorim	30	186	78	R	B	CBT	["CBT"]	Farense	2025	Portugal	51	72	80	71	66	66	73	62	65	60	68	66	61	53	61	68	59	61	62	74	77	66	56	73	50	72
Elves Umar Baldé	25	168	62	R	B	WF	["WF","SM"]	Farense	2025	Guinea-Bissau	67	35	79	74	89	94	68	93	76	82	68	66	66	67	63	68	67	69	74	61	66	76	68	66	50	64
Rafael Avelino Pereira Pinto Barbosa	28	174	71	R	B	WF	["WF","SM","AM"]	Farense	2025	Portugal	72	35	76	73	79	80	73	84	77	78	75	70	73	68	67	68	68	68	68	61	66	77	73	67	50	68
António Manuel Fernandes Mendes	32	186	82	R	B	CF	["CF"]	Farense	2025	Portugal	74	39	85	77	68	68	73	68	71	68	71	76	63	74	75	83	72	61	84	77	85	71	73	78	50	71
Jhon Jairo Velásquez Turga	29	174	70	R	B	AM	["AM","WF","SM"]	Farense	2025	Colombia	70	52	73	71	76	72	68	75	73	74	73	71	67	68	70	71	67	68	62	61	66	72	68	63	50	69
Álex Bermejo Escribano	26	183	76	R	B	WF	["WF","SM","CF"]	Farense	2025	Spain	71	57	75	76	74	80	70	81	76	75	74	75	71	71	75	77	69	73	68	64	75	76	70	68	50	69
Talys Alves Pereira Oliveira	25	181	76	L	B	SB	["SB"]	Farense	2025	Brazil	65	65	80	77	77	74	69	71	72	74	66	64	65	68	61	68	62	61	62	62	75	73	68	73	50	66
Darío Poveda Romera	27	187	75	R	B	CF	["CF","SM","WF"]	Farense	2026	Spain	73	31	79	71	66	66	71	65	72	68	76	72	60	62	73	70	68	62	62	77	80	73	71	63	50	67
Geovanny Miguel Bastos Almeida	20	185	76	R	B	CM	["CM","DM"]	Farense	2026	Portugal	67	61	74	71	68	68	68	68	70	68	70	67	66	64	61	68	64	61	62	66	71	71	68	69	50	66
Bruno Miguel Vicente dos Santos	21	176	70	R	B	CF	["CF","WF","SM"]	Farense	2026	Portugal	64	31	71	71	75	77	63	76	69	71	66	64	58	58	67	68	62	61	62	66	66	69	63	63	50	63
Alejandro Millán Iranzo	25	182	74	R	B	CF	["CF"]	Farense	2026	Spain	71	41	74	71	79	76	68	75	73	76	73	72	64	68	73	73	69	61	65	73	79	72	68	63	50	67
Filipe Miguel Barros Soares	25	180	72	R	B	CM	["CM","AM"]	Farense	2025	Portugal	75	62	72	76	70	72	74	72	76	72	76	77	69	71	72	79	72	76	75	62	69	77	74	73	50	73
Miguel Ângelo Loureiro de Carvalho	28	185	78	R	B	GK	["GK"]	Farense	2025	Portugal	31	72	73	71	62	62	73	64	58	55	61	62	61	62	31	66	43	61	49	55	72	65	40	58	73	57
Lucas Cañizares Conchello	22	186	81	R	B	GK	["GK"]	Farense	2026	Spain	31	72	75	71	62	62	70	62	58	55	68	68	64	65	32	72	43	61	49	55	69	65	42	62	73	57
David Samuel Custódio Lima	24	176	78	R	B	SB	["SB"]	Farense	2025	Brazil	67	68	76	80	83	83	71	81	72	76	67	65	65	66	61	68	62	61	62	61	75	73	68	74	50	66
Cláudio Falcão Santos	30	187	79	R	B	DM	["DM","CM","CBT"]	Farense	2026	Brazil	74	73	74	90	71	72	77	73	74	72	73	75	72	72	71	79	70	63	62	79	81	74	73	86	50	76
Derick Theodoro Santos Poloni	31	173	63	L	B	SB	["SB"]	Farense	2025	Brazil	72	68	74	77	79	76	74	74	74	76	69	70	68	69	65	73	69	77	72	65	74	73	71	76	50	72
Mário Ricardo da Silva Velho	26	188	90	R	B	GK	["GK"]	Farense	2025	Portugal	31	79	79	71	62	62	81	65	58	55	61	65	63	65	30	71	43	61	49	55	74	65	49	62	77	64
André Miguel Arsénio Candeias	22	176	67	L	B	WF	["WF","SM","AM"]	Farense	2025	Portugal	64	36	70	71	77	81	63	81	69	72	68	65	66	62	61	68	63	66	62	61	66	68	63	63	50	64
Lucas Henrique da Silva	29	185	79	L	B	CBT	["CBT"]	Farense	2026	Brazil	52	76	83	71	66	66	74	62	65	61	71	68	68	66	61	68	60	67	62	73	74	67	57	78	50	77
Kauan Tomé Firmino Silva	23	198	87	R	B	GK	["GK"]	Farense	2025	Brazil	31	68	77	71	62	62	69	59	58	55	61	61	60	61	31	66	43	61	49	55	65	65	37	52	68	56
André Seruca de Oliveira	24	191	78	R	B	DM	["DM","CBT"]	Farense	2025	Portugal	63	64	81	71	66	66	68	62	66	61	68	65	62	55	61	68	60	61	62	70	76	67	66	66	50	61
Rivaldo Boaventura Morais	24	184	72	R	B	SB	["SB"]	Farense	2026	Portugal	66	61	66	71	74	77	67	76	69	71	65	64	68	63	61	68	61	61	62	61	66	69	67	69	50	64
Jaime Alexandrino Gomes Pinto	27	183	71	R	B	WF	["WF","SM"]	Farense	2026	Portugal	72	35	71	71	74	71	75	75	72	71	67	71	63	70	74	77	63	61	62	61	66	73	75	64	50	66
Marco André da Silva Lopes Matias	35	177	73	R	B	WF	["WF","SM"]	Farense	2025	Portugal	71	42	72	71	74	75	69	74	74	74	71	71	69	71	68	74	72	64	65	67	73	73	69	65	50	69
Mehdi Merghem	27	178	72	L	B	WF	["WF","SM"]	Farense	2027	France	67	55	76	78	78	79	65	81	76	76	74	73	71	73	72	73	71	74	70	61	73	75	65	73	50	68
Miguel Pedro Miranda de Oliveira Menino	22	181	75	R	B	CM	["CM","AM","WF","SM"]	Farense	2028	Portugal	70	59	69	79	78	75	69	76	77	76	73	68	69	66	62	68	71	68	68	62	70	78	68	76	50	72
José Carlos Teixeira Lopes dos Reis Gonçalves	26	177	72	R	B	SB	["SB"]	Gil Vicente	2026	Portugal	73	71	71	81	79	81	76	73	74	76	71	69	66	67	61	69	63	61	62	61	68	76	74	77	50	70
Marvin Adolphe Fabrice Elimbi Gilbert	21	186	76	R	B	CBT	["CBT"]	Gil Vicente	2028	France	49	69	79	71	66	66	71	62	65	62	61	62	58	54	61	68	56	61	62	68	76	65	52	67	50	62
Facundo Agustín Cáseres	23	178	70	R	B	DM	["DM","CM"]	Gil Vicente	2025	Argentina	64	66	68	77	71	73	71	73	76	73	77	71	66	60	69	68	68	61	65	71	66	76	71	74	50	71
Jesús Abdallah Castillo Molina	23	184	80	R	B	DM	["DM","CM"]	Gil Vicente	2027	Peru	67	66	78	75	66	67	71	66	71	64	78	74	67	62	65	72	64	67	62	61	66	73	71	74	50	70
Tidjany Chabrol Touré	22	184	74	R	B	WF	["WF","SM"]	Gil Vicente	2027	France	71	33	68	74	84	87	71	85	77	80	69	66	67	66	69	68	69	70	72	64	76	76	71	68	50	67
Jorge Aguirre de Céspedes	25	183	78	R	B	CF	["CF"]	Gil Vicente	2027	Spain	71	31	74	71	70	70	71	69	76	72	71	68	61	63	75	68	69	61	62	76	76	76	71	63	50	66
Kanya Fujimoto 藤本 寛也	25	176	69	L	B	AM	["AM"]	Gil Vicente	2025	Japan	77	55	72	81	80	84	76	82	79	79	80	76	76	72	75	72	72	76	70	61	66	80	76	69	50	72
Diego Collado Raya	24	183	71	R	B	CF	["CF","SM","WF"]	Gil Vicente	2027	Spain	73	40	67	72	68	68	68	69	72	69	72	71	69	71	73	73	68	68	63	72	70	72	68	65	50	68
João Gonçalo Teixeira Pinto	22	181	73	R	B	CF	["CF","WF","SM"]	Gil Vicente	2025	Portugal	66	31	66	71	74	76	65	76	68	70	67	65	66	64	69	68	62	61	62	67	71	68	65	63	50	65
Carlos Henrique da Silva Ventura	20	187	77	R	B	CBT	["CBT"]	Gil Vicente	2025	Brazil	49	71	74	71	66	66	68	62	65	63	61	62	58	53	61	68	57	61	62	65	68	65	51	65	50	60
Sphephelo Sithole	25	188	80	R	B	DM	["DM","CM"]	Gil Vicente	2026	South Africa	73	66	81	74	71	68	74	65	71	71	73	71	66	65	64	72	63	61	62	73	80	69	74	76	50	74
Guilherme Beleza Braga Figueiredo	18	181	70	L	B	DM	["DM"]	Gil Vicente	2025	Portugal	63	68	69	71	69	70	68	72	66	65	68	66	63	59	61	68	60	61	62	63	68	68	68	68	50	65
João Rafael de Brito Teixeira	30	178	66	R	B	CM	["CM"]	Gil Vicente	2029	Portugal	74	66	73	71	77	79	75	78	78	77	78	77	77	76	72	76	71	81	80	61	72	78	75	74	50	78
Santiago García González	23	184	77	R	B	CM	["CM","AM"]	Gil Vicente	2027	Spain	69	52	68	73	71	72	70	71	76	72	76	71	70	67	68	68	67	61	62	62	68	77	70	72	50	70
Cauê Vinicius dos Santos	22	184	77	R	B	CF	["CF"]	Gil Vicente	2026	Brazil	72	34	71	71	76	74	71	74	71	72	66	66	58	59	76	68	70	61	62	71	75	71	71	63	50	64
Josué Humberto Gonçalves Leal Sá	32	187	79	R	B	CBT	["CBT"]	Gil Vicente	2027	Portugal	55	75	79	72	66	66	75	62	72	64	71	68	65	52	61	68	62	61	62	76	70	73	59	73	50	73
Roman Mory Diaman Gbane	24	188	80	R	B	DM	["DM","CM"]	Gil Vicente	2027	Côte d'Ivoire	66	71	85	81	66	66	74	62	71	66	73	68	66	58	61	68	62	61	62	66	74	72	74	77	50	67
Rúben Miguel Marques dos Santos Fernandes	38	187	81	L	B	CBT	["CBT"]	Gil Vicente	2025	Portugal	56	78	79	83	66	66	78	63	66	60	71	69	68	64	61	70	62	61	62	75	75	72	60	78	50	75
Jonathan Buatu Mananga	31	187	83	R	B	CBT	["CBT"]	Gil Vicente	2026	Angola	60	76	85	82	66	66	73	62	66	61	71	69	65	64	61	69	61	61	62	76	80	70	64	79	50	75
Andrew da Silva Ventura	23	189	76	R	B	GK	["GK"]	Gil Vicente	2026	Brazil	31	78	77	71	62	62	81	66	58	55	61	67	65	67	29	78	43	61	49	55	75	65	47	63	79	69
Jonathan Mutombo Mawesi	22	190	76	R	B	SB	["SB"]	Gil Vicente	2027	France	65	64	77	71	74	68	69	67	69	70	66	65	66	64	61	68	61	61	62	65	74	70	69	68	50	63
Miloš Gordić Милош Гордић	24	193	88	R	B	GK	["GK"]	Gil Vicente	2027	Serbia	31	70	79	71	62	62	71	60	58	55	61	61	60	61	30	66	43	61	49	55	67	65	42	54	69	64
Sandro Plínio Rosa da Cruz	23	182	77	L	B	SB	["SB","SM","CBT","WB"]	Gil Vicente	2027	Angola	64	68	74	79	85	81	69	74	71	76	71	68	69	66	61	68	62	61	64	61	74	72	69	77	50	69
Félix Alexandre Andrade Sanches Correia	24	178	66	R	B	WF	["WF","SM","CF"]	Gil Vicente	2028	Portugal	76	45	73	78	85	87	76	87	79	82	73	72	73	72	74	73	72	61	74	61	69	78	76	72	50	72
Jordi Mboula Queralt	25	183	74	R	B	WF	["WF","SM"]	Gil Vicente	2026	Spain	71	40	78	80	92	91	68	88	77	85	72	71	71	71	76	73	71	63	62	63	82	77	68	69	50	67
Christian Kendji Wagatsuma Ferreira	24	176	72	L	B	SB	["SB"]	Gil Vicente	2026	Brazil	64	64	71	71	77	78	66	77	68	71	69	66	69	64	61	68	61	67	62	61	69	68	65	69	50	64
Pablo Felipe Pereira de Jesus	21	184	76	R	B	WF	["WF","SM","CF"]	Gil Vicente	2025	Brazil	75	34	74	71	72	74	76	73	72	71	73	71	69	68	74	71	68	61	62	74	77	73	76	64	50	70
Brian Rocha Araújo	24	189	84	R	B	GK	["GK"]	Gil Vicente	2025	Portugal	31	70	77	71	62	62	75	59	58	55	61	62	61	62	33	66	43	61	49	55	65	65	44	58	69	59
Fabiano Josué de Souza Silva	24	175	68	R	B	SB	["SB","SM","WB"]	Moreirense	2026	Brazil	72	68	79	83	85	88	73	84	74	79	71	71	72	73	62	73	62	61	62	66	80	73	73	81	50	74
Sidnei Wilson Vieira David Tavares	23	188	76	R	B	CM	["CM"]	Moreirense	2028	Portugal	67	61	75	73	68	69	68	68	73	69	75	70	70	65	61	68	63	61	64	65	74	74	68	71	50	68
Rúben Ismael Valente Ramos	25	184	77	R	B	DM	["DM"]	Moreirense	2025	Portugal	65	74	74	76	68	69	75	69	71	68	76	74	69	67	61	74	64	61	62	68	74	72	71	76	50	69
Hernâni Infande Tchuda da Silva	23	178	66	R	B	WF	["WF","SM"]	Moreirense	2026	Portugal	69	38	69	71	74	79	71	78	72	72	69	66	68	66	62	68	64	61	65	61	66	71	71	63	50	67
Luís Miguel Nlavo Asué	23	187	79	L	B	CF	["CF","SM","WF"]	Moreirense	2028	Equatorial Guinea	74	32	78	71	72	73	73	68	73	72	68	70	58	64	75	75	70	61	62	74	79	71	73	65	50	66
Jeremy Cornelis Jacobus Antonisse	22	184	72	R	B	WF	["WF","SM"]	Moreirense	2027	Curacao	66	47	71	71	84	83	67	81	75	80	68	66	68	67	66	68	64	64	68	61	66	73	67	68	50	68
Alan de Souza Guimarães	24	165	57	R	B	AM	["AM"]	Moreirense	2026	Brazil	74	54	81	78	78	80	73	81	78	78	78	73	71	66	73	68	70	67	74	61	66	78	73	68	50	71
Carlos dos Santos Rodrigues	30	183	84	R	B	CBT	["CBT"]	Moreirense	2026	Cabo Verde	57	75	84	76	73	72	73	69	68	69	68	70	62	65	61	74	61	61	62	77	86	69	61	78	50	75
Leonardo Daniel Ulineia Buta	22	182	74	L	B	SB	["SB"]	Moreirense	2026	Portugal	69	67	74	78	77	79	72	77	74	74	72	68	70	66	61	68	62	61	62	61	73	74	72	74	50	67
Michael Simões Domingues	33	195	90	L	B	GK	["GK"]	Moreirense	2026	Portugal	31	74	82	71	62	62	75	63	58	55	61	64	62	64	35	70	43	61	49	55	72	65	46	58	73	60
Bernardo Sousa Pereira Brites Martins	27	176	72	L	B	AM	["AM","SM","WF"]	Moreirense	2027	Portugal	75	43	71	71	77	78	71	77	76	75	76	76	72	74	67	77	68	75	65	61	66	76	71	65	50	72
Pedro Miguel Costa Santos	21	178	66	L	B	WF	["WF","SM"]	Moreirense	2028	Portugal	64	34	71	71	79	82	66	82	72	75	64	63	66	64	61	68	62	61	62	61	66	72	66	63	50	65
Caio Gobbo Secco	34	195	92	R	B	GK	["GK"]	Moreirense	2025	Brazil	31	73	79	71	62	62	73	63	58	55	61	63	61	63	36	66	43	61	49	55	67	65	49	62	71	65
Godfried Ayesu Owusu Frimpong	25	180	66	L	B	SB	["SB"]	Moreirense	2025	Netherlands	65	70	72	74	79	79	75	73	73	75	70	69	69	70	61	71	62	61	62	61	70	73	73	74	50	66
Jóbson de Brito Gonzaga	30	184	71	R	B	CBT	["CBT"]	Moreirense	2026	Brazil	52	78	78	78	79	78	78	75	66	70	73	68	64	55	61	68	61	61	62	78	85	71	56	78	50	75
Guilherme Liberato Tomas de Aquino	23	184	78	R	B	DM	["DM"]	Moreirense	2028	Brazil	63	68	74	71	66	66	67	62	67	60	71	68	65	61	61	68	60	61	62	66	68	68	66	71	50	65
Madson de Souza Silva	25	164	54	L	B	WF	["WF","SM"]	Moreirense	2026	Brazil	72	31	80	82	81	79	72	77	76	79	75	73	69	71	76	73	64	61	65	71	73	74	72	70	50	68
Kewin Oliveira Silva	29	189	84	R	B	GK	["GK"]	Moreirense	2025	Brazil	31	79	78	71	62	62	79	66	58	55	61	65	63	65	31	71	43	61	49	55	74	65	44	61	76	63
Gilberto Dambi Batista	21	187	73	R	B	CBT	["CBT","DM","CM"]	Moreirense	2026	Guinea-Bissau	61	66	77	76	68	68	68	63	66	65	72	68	64	51	61	68	61	61	62	73	78	69	61	72	50	60
Dinis Lourenço Casals Namura Borges Pinto	24	178	73	R	B	SB	["SB"]	Moreirense	2026	Portugal	64	67	70	71	77	78	71	76	71	73	70	67	69	66	61	68	62	61	62	61	66	72	71	66	50	63
Gabriel Airton de Souza	28	171	64	R	B	WF	["WF","SM"]	Moreirense	2026	Brazil	71	40	78	71	91	90	73	90	76	83	72	74	64	72	66	77	66	61	62	70	71	76	73	68	50	69
Lawrence Ofori	26	181	69	R	B	CM	["CM","DM"]	Moreirense	2026	Ghana	74	69	73	73	78	74	77	74	81	79	78	77	72	71	71	77	71	61	68	61	67	81	77	71	50	71
Guilherme Schettine Guimarães	29	180	82	R	B	CF	["CF"]	Moreirense	2026	Brazil	76	31	74	73	68	68	75	70	74	70	73	76	61	68	76	79	73	70	70	76	75	75	75	69	50	70
Rui Filipe Teixeira Encarnação	26	185	73	R	B	GK	["GK"]	Nacional	2025	Portugal	31	72	74	71	62	62	74	62	58	55	61	62	61	62	32	66	43	61	49	55	69	65	45	60	71	63
João Miguel Coimbra Aurélio	36	182	74	R	B	SB	["SB"]	Nacional	2025	Portugal	75	68	71	85	66	71	74	71	73	66	73	71	72	71	64	70	66	67	64	68	72	74	74	83	50	77
Ulisses Wilson Jeronymo Rocha	25	186	82	R	B	CBT	["CBT"]	Nacional	2028	Brazil	51	73	88	78	66	66	73	62	65	61	67	65	58	50	61	68	60	61	62	73	78	68	55	80	50	72
José Manuel Mendes Gomes	28	185	76	L	B	SB	["SB"]	Nacional	2027	Portugal	69	66	68	81	76	74	73	70	71	72	68	66	68	66	61	68	64	61	62	72	74	72	73	73	50	63
Rúben Daniel Fonseca Macedo	28	171	64	R	B	WF	["WF","SM"]	Nacional	2025	Portugal	73	42	76	73	81	81	76	82	75	78	71	71	68	71	69	73	68	68	73	61	66	74	76	69	50	69
Bruno Xavier Almeida Costa	27	174	68	R	B	CM	["CM","DM"]	Nacional	2026	Portugal	73	63	74	71	68	74	73	76	77	72	78	77	76	76	74	78	72	68	71	61	66	78	73	72	50	74
Adrián Butzke Benavides	25	193	85	R	B	CF	["CF"]	Nacional	2025	Spain	72	31	72	71	75	76	69	69	73	73	68	68	58	56	76	71	68	61	62	79	83	73	69	63	50	64
Luís André Leite Esteves	26	169	62	R	B	CM	["CM"]	Nacional	2025	Portugal	73	63	79	86	79	81	76	84	77	77	75	74	69	69	67	74	75	78	79	61	66	78	76	82	50	74
Ichnygel Gerzjomir Minguel Thomas	22	177	77	R	B	WF	["WF","SM"]	Nacional	2025	Netherlands	66	35	71	71	86	86	66	76	77	82	72	70	66	70	72	70	65	61	66	61	67	76	66	64	50	63
César Augusto de Oliveira Prado	21	194	89	R	B	GK	["GK"]	Nacional	2025	Brazil	31	69	77	71	62	62	71	60	58	55	61	61	60	61	31	66	43	61	49	55	67	65	44	56	69	59
Chiheb Labidi شهاب العبيدي	23	190	81	L	B	CM	["CM"]	Nacional	2027	Tunisia	66	63	69	74	68	70	72	68	72	68	73	68	66	61	61	68	62	61	62	61	66	73	72	75	50	69
Daniel dos Santos Penha	26	170	68	L	B	AM	["AM","SM","CF","SS","WF"]	Nacional	2025	Brazil	68	41	76	76	74	75	66	76	79	76	76	74	76	74	72	73	72	78	74	61	66	79	66	70	50	70
André Alexandre Carreira Sousa	34	181	77	L	B	CM	["CM"]	Nacional	2025	Portugal	73	62	78	77	66	72	73	72	75	67	74	78	72	76	68	83	74	76	78	63	73	76	73	78	50	75
Miguel Baeza Pérez	24	177	76	L	B	AM	["AM","CM","SM"]	Nacional	2025	Spain	72	50	71	71	70	70	72	71	76	72	78	73	78	71	74	68	68	64	74	61	66	77	72	63	50	70
João Tiago Serrão Garcês	31	176	70	R	B	CM	["CM"]	Nacional	2026	Portugal	72	63	72	73	70	71	73	76	75	71	73	71	72	69	62	70	65	71	70	63	66	76	73	75	50	74
Gustavo Garcia dos Santos	23	175	67	R	B	SB	["SB"]	Nacional	2025	Brazil	66	65	73	76	83	80	73	82	77	79	73	68	73	68	61	68	64	61	62	65	68	78	73	73	50	67
Isaac Aguiar Tomich	20	185	78	R	B	CF	["CF"]	Nacional	2027	Brazil	69	36	74	71	66	74	69	71	74	69	68	70	61	64	73	74	72	61	62	72	76	74	69	69	50	67
Afonso Manuel Abreu de Freitas	24	181	73	L	B	SB	["SB","SM","WB"]	Nacional	2028	Portugal	72	66	73	75	74	74	76	71	75	73	70	67	70	66	62	68	64	61	62	64	71	76	76	71	50	67
