name	age	height	weight	foot	injury tolerance	position_prefered_team	positions	fifa_team	contract_valid_until	attack	defence	balance	stamina	speed	acceleration	response	agility	dribble accuracy	dribble speed	short pass accuracy	short pass speed	long pass accuracy	long pass speed	shot accuracy	shot power	shot technique	free kick accuracy	swerve	heading	jump	technique	aggression	mentality	gk skills	team work	overall
Calixte Paul Ligue	19	180	79	L	B	CF	["CF","SM","WF"]	Zürich	2028	66	32	73	71	78	74	65	72	68	72	64	63	60	52	66	68	62	61	62	65	73	68	65	66	50	63	59
Lin Chuangyi 林创益	31	178	70	R	B	CM	["CM","DM"]	Shenzhen Pengcheng	2024	66	63	72	72	68	74	69	77	66	65	70	67	62	60	65	68	61	62	66	68	74	66	66	72	50	69	59
Liu Zhurun 刘祝润	23	183	72	R	B	SM	["SM","CF","CM"]	Shanghai Port	2027	67	45	66	71	77	80	68	78	67	72	63	62	58	58	67	68	61	61	62	61	68	65	68	64	50	63	59
Liu Shibo 刘世博	27	189	78	R	B	GK	["GK"]	Shandong Taishan	2024	31	68	73	71	62	64	70	63	58	55	61	61	60	61	38	66	43	61	49	55	67	65	50	65	68	64	59
Tom Lonergan	20	183	74	R	B	CF	["CF"]	Fleetwood Town	2026	68	31	68	71	70	72	66	71	66	66	63	62	58	56	70	68	59	65	62	64	68	66	66	63	50	64	59
Lautaro Mario Nahuel López Kaleniuk	23	190	76	R	B	GK	["GK"]	San Lorenzo	2024	31	68	74	71	62	62	68	59	58	55	61	61	60	61	29	66	43	61	49	55	65	65	41	58	68	58	59
Louis Sascha Lord	21	197	84	R	B	GK	["GK"]	Erzgebirge Aue	2026	31	69	79	71	62	62	69	60	58	55	61	62	60	62	31	66	43	61	49	55	67	65	36	52	69	55	59
Josna Epifani Loulendo	20	183	73	R	B	CF	["CF"]	Al Ain	2027	71	31	67	71	74	74	71	69	67	69	61	62	58	52	68	68	59	61	62	64	66	66	71	63	50	62	59
Jason John Lowe	33	183	80	R	B	DM	["DM","CBT"]	Port Vale	2025	63	61	79	80	66	66	66	65	66	60	67	65	65	63	61	68	60	65	62	65	71	66	64	74	50	66	59
Jeremías Nicolás Lucco Piccoli	18	170	67	R	B	AM	["AM"]	Belgrano	2026	64	54	74	71	74	68	66	65	71	71	73	69	68	62	61	68	62	61	65	63	66	72	66	63	50	66	59
Kacper Łukasiak	21	180	74	R	B	AM	["AM","CM"]	Pogoń Szczecin	2025	67	47	69	71	73	71	66	70	70	71	71	67	68	63	67	68	61	63	62	61	66	69	66	65	50	66	59
Idar Nordby Lysgård	30	191	91	R	B	GK	["GK"]	KFUM	2024	31	69	77	71	62	62	67	60	58	55	61	62	61	62	31	66	43	61	49	55	66	65	38	52	69	58	59
Marcos Antonio Machuca Galeano	19	163	62	R	B	WF	["WF","SM"]	Sportivo Trinidense	2024	65	41	79	71	74	75	63	75	66	69	68	65	66	62	61	68	59	61	62	61	66	65	62	63	50	65	59
Montader Madjed منتظر ماجد	19	182	74	L	B	WF	["WF","SM"]	Hammarby	2028	60	34	76	71	79	79	63	83	73	75	63	62	58	58	66	68	62	61	62	61	66	72	58	63	50	63	59
Herman Magnusson	26	183	77	R	B	CBT	["CBT"]	Västerås SK	2025	47	68	73	80	71	68	67	66	65	66	66	65	61	53	61	68	59	61	62	66	71	65	46	73	50	65	59
Jabez Makanda Maleko	23	182	81	R	B	AM	["AM"]	Alemannia Aachen	2026	67	33	70	71	71	70	66	69	68	68	66	65	61	62	68	68	65	61	64	68	71	68	66	63	50	65	59
Elison Makolli	19	186	75	R	B	CBT	["CBT","SB"]	Malmö FF	2027	63	59	76	81	79	74	66	73	67	71	65	64	58	57	61	68	60	61	62	63	73	68	66	82	50	69	59
Tidiane Malbec	23	187	72	R	B	GK	["GK"]	Annecy	2025	31	68	73	71	62	62	68	60	58	55	61	63	61	63	31	66	43	61	49	55	66	65	38	52	69	58	59
Dustin Maldonado Antelo	34	173	68	L	B	SM	["SM","CM"]	Real Tomayapo	2024	64	39	67	71	67	69	63	68	68	66	67	65	65	62	63	68	60	61	62	61	66	68	61	63	50	65	59
Arjan Malić	19	186	76	R	B	CBT	["CBT"]	Sturm Graz	2026	50	71	68	73	66	66	71	64	65	63	64	63	59	56	61	68	57	61	62	61	66	65	53	68	50	65	59
Stephen Anthony Mallon	25	178	64	L	B	WF	["WF","SM"]	Sligo Rovers	2025	66	51	66	71	69	70	66	69	69	68	66	64	65	63	63	68	62	63	62	61	66	68	66	67	50	64	59
Mikael Josh Marques de Pombal Vivar	23	185	75	R	B	CBT	["CBT"]	Västerås SK	2026	48	68	81	71	69	68	68	63	65	65	63	62	58	49	61	68	58	61	62	68	77	65	49	69	50	62	59
Louie Marsh	21	176	65	R	B	CF	["CF","AM","SS"]	Sheffield United	2026	68	51	73	71	70	74	68	67	70	69	64	63	61	64	68	68	62	66	68	64	66	70	68	65	50	64	59
John Martin	25	185	70	R	B	CF	["CF","SM","WF"]	Shelbourne	2024	67	45	69	78	70	67	63	67	67	68	66	64	62	62	68	68	61	63	62	67	70	66	62	72	50	68	59
Dan Martin	22	176	62	R	B	DM	["DM","CM"]	Accrington Stanley	2025	63	58	71	73	71	74	66	71	66	66	68	65	62	57	61	68	60	61	62	61	66	67	66	76	50	70	59
Tommaso Martinelli	18	196	90	R	B	GK	["GK"]	Fiorentina	2026	31	71	79	71	62	62	73	62	58	55	61	63	61	63	31	66	43	61	49	55	69	65	35	56	72	57	59
Marco António Martins Ribeiro	19	188	80	R	B	CM	["CM"]	Boavista	2027	66	61	72	71	66	67	72	62	69	64	73	69	65	58	61	68	61	61	62	61	66	71	72	69	50	67	59
Ilija Maslarov	17	181	75	R	B	DM	["DM","CM"]	Lugano	2027	64	64	67	71	66	66	69	65	65	62	67	65	62	56	61	68	60	61	62	61	66	68	68	68	50	66	59
Evans Fabrice Maurin	23	179	77	R	B	CF	["CF"]	Grasshopper	2029	63	31	68	71	74	74	63	73	71	72	70	67	61	61	71	68	64	61	62	63	66	69	61	63	50	62	59
Callum Maycock	26	182	71	R	B	CM	["CM","DM"]	AFC Wimbledon	2026	70	61	74	76	73	70	69	67	69	69	69	66	65	61	61	68	62	61	62	63	69	70	69	75	50	71	59
Jay McGrath	21	185	75	L	B	CBT	["CBT"]	Doncaster Rovers	2026	52	68	68	75	68	69	66	68	65	65	63	63	61	55	61	68	57	61	62	69	72	65	54	72	50	62	59
Archie Meekison	22	178	76	R	B	CM	["CM"]	Bohemians	2025	67	52	71	71	74	74	66	74	69	70	70	67	65	60	63	68	62	61	64	61	66	70	66	63	50	66	59
Tony Menzel	19	179	75	R	B	WF	["WF","SM","AM","CM"]	Dynamo Dresden	2028	68	55	68	71	76	74	64	73	73	74	69	66	63	62	68	68	62	61	62	61	66	71	64	63	50	67	59
Novak Mićović	23	190	77	R	B	GK	["GK"]	LA Galaxy	2026	31	68	73	71	62	62	68	59	58	55	61	62	60	62	31	66	43	61	49	55	65	65	39	56	68	58	59
Jevon Mills	21	188	79	R	B	CBT	["CBT"]	Bohemians	2024	52	67	76	71	66	66	65	62	65	60	61	62	58	49	61	68	55	61	62	68	72	65	54	70	50	63	59
Seong-jun Min 민성준	25	189	82	R	B	GK	["GK"]	Incheon United	2029	31	70	74	71	62	62	69	61	58	55	61	61	60	61	34	66	43	61	49	55	68	65	43	57	70	60	59
Harrison Minturn	20	188	79	R	B	CBT	["CBT"]	Swindon Town	2027	49	65	79	71	70	66	69	62	65	66	61	62	58	48	61	68	57	61	62	66	74	65	49	66	50	62	59
Samuel Mischitz	21	175	60	R	B	SB	["SB"]	Rheindorf Altach	2025	63	60	74	71	70	75	66	75	66	67	66	65	62	64	61	68	59	61	62	61	66	66	66	65	50	62	59
Robert Mišković	25	190	81	R	B	CM	["CM"]	CSM Politehnica Iași	2025	66	51	79	71	74	73	66	71	69	70	72	68	67	62	63	68	63	63	62	64	74	71	66	63	50	65	59
Zach Mitchell	19	185	82	R	B	CBT	["CBT"]	Charlton Athletic	2027	53	66	77	71	72	71	68	64	65	67	68	65	61	51	61	68	59	61	62	65	74	65	56	68	50	62	59
Omar Jamil Mohamedhoesein	20	170	65	R	B	CM	["CM"]	NEC	2025	64	60	70	71	81	76	67	77	69	74	71	68	65	61	63	68	61	68	62	61	66	68	67	68	50	67	59
Shakur Mohammed	21	177	72	R	B	WF	["WF","SM","AM"]	Orlando City	2025	63	31	71	71	79	80	63	76	68	73	64	63	62	64	68	68	62	68	64	61	70	67	59	63	50	63	59
Tomasz Mokwa	31	182	82	R	B	SB	["SB"]	Piast Gliwice	2025	66	62	75	73	66	66	69	66	65	61	66	64	66	63	61	68	58	61	62	61	66	65	69	67	50	63	59
Piero Gianfranco Mollica Cacique	19	183	71	R	B	SB	["SB","CBT"]	Caracas	2025	61	63	68	71	69	70	77	66	65	66	61	62	58	58	61	68	56	61	62	61	66	65	61	66	50	59	59
Niall Morahan	24	176	66	R	B	CM	["CM","DM"]	Sligo Rovers	2024	66	62	66	81	66	68	67	71	68	63	70	67	64	60	61	68	60	61	62	61	66	68	67	74	50	66	59
Mauricio Geraldiny Morales Olivares	24	169	69	R	B	CM	["CM"]	Unión La Calera	2025	63	56	71	76	72	73	68	71	69	68	72	68	63	58	61	68	61	61	62	63	66	71	68	71	50	67	59
Efraín Andrés Morales Badillo	20	190	77	R	B	CBT	["CBT"]	Atlanta United	2024	45	71	73	71	66	66	71	62	65	64	65	64	58	48	61	68	56	61	62	61	66	65	43	66	50	57	59
Shayden Morris	22	183	68	R	B	WF	["WF","SM"]	Aberdeen	2026	66	33	71	71	84	84	66	81	69	76	68	65	62	62	66	68	62	61	62	61	66	68	66	65	50	65	59
Daniel Munie	24	183	82	L	B	SB	["SB"]	San Jose Earthquakes	2025	59	66	74	71	71	71	65	64	65	66	61	62	63	64	61	68	57	61	62	61	66	65	54	63	50	57	59
Reno Münz	19	188	81	L	B	CBT	["CBT","SB"]	SpVgg Greuther Fürth	2029	62	65	70	71	66	66	68	64	65	61	61	62	58	51	61	68	58	61	62	65	69	65	65	67	50	60	59
Joseph Murphy	43	188	88	L	B	GK	["GK"]	Tranmere Rovers	2025	31	68	74	71	62	62	67	58	58	55	61	62	62	62	35	66	43	61	49	55	64	65	41	66	68	66	59
Halicharan Narzary	30	179	66	L	B	WF	["WF","SM"]	Bengaluru	2026	62	38	74	76	81	76	63	73	67	73	61	62	64	62	66	68	59	63	62	61	69	66	58	67	50	62	59
Christopher Negele	19	172	69	R	B	AM	["AM"]	Heidenheim	2025	64	46	72	71	72	72	63	74	70	70	67	65	67	64	68	68	64	65	64	63	66	70	63	65	50	64	59
Tom Negrel	21	192	75	R	B	GK	["GK"]	Auxerre	2026	31	69	75	71	62	62	70	58	58	55	61	63	61	63	28	66	43	61	49	55	64	65	37	55	68	57	59
Yianni Nicolaou	24	182	75	R	B	SB	["SB"]	Macarthur	2025	63	57	73	78	79	75	66	74	65	71	61	62	61	61	61	68	58	61	62	61	68	65	66	77	50	67	59
Luc Nieuwenhuijs	17	175	69	R	B	WF	["WF","SM"]	NEC	2027	63	36	71	71	70	78	63	75	69	68	64	63	65	65	66	68	62	68	64	61	68	70	63	63	50	65	59
Alex Nolan	21	184	75	L	B	WF	["WF","SM"]	St Patrick's	2024	63	44	66	71	74	77	63	74	67	71	66	64	61	58	62	68	59	61	62	61	66	66	63	64	50	63	59
Troy Engseth Nyhammer	18	181	75	R	B	CF	["CF","SM","WF"]	Haugesund	2025	69	34	66	71	66	67	68	66	68	65	63	63	61	62	68	68	62	61	62	66	67	68	68	63	50	66	59
Ryan O'Kane	21	172	59	R	B	WF	["WF","SM"]	Dundalk	2024	63	41	74	71	74	79	63	81	68	71	63	62	61	61	63	68	60	61	62	61	66	66	59	65	50	64	59
Karl O’Sullivan	25	175	70	R	B	WF	["WF","SM","CF"]	Galway United	2024	63	50	72	71	82	85	66	84	68	74	63	62	61	61	63	68	60	61	62	61	66	67	66	63	50	62	59
John-Joe O'Toole	36	186	82	R	B	CBT	["CBT"]	AFC Wimbledon	2025	57	65	79	71	66	66	66	63	65	60	63	62	60	58	61	68	56	61	62	68	68	65	60	76	50	74	59
Zech Obiero	19	170	67	R	B	CM	["CM","AM","DM"]	Leyton Orient	2026	66	62	76	72	76	79	67	81	69	71	69	66	63	58	61	68	60	61	62	61	66	68	67	70	50	67	59
Chituru Ethan Odunze	22	200	91	L	B	GK	["GK"]	Charlotte	2027	31	68	79	71	62	62	68	59	58	55	61	62	60	62	30	66	43	61	49	55	65	65	42	55	68	60	59
Idris Odutayo	22	185	79	L	B	SB	["SB","CBT"]	Bromley	2025	63	60	74	79	78	76	66	73	66	70	64	63	62	63	61	68	59	67	65	63	73	66	66	71	50	61	59
Jae-suk Oh 오재석 吴宰硕	34	176	73	R	B	SB	["SB"]	Daejeon Citizen	2024	64	61	71	71	66	66	66	65	66	64	66	65	65	63	61	68	59	61	62	66	68	65	64	68	50	66	59
Darren Oldaker	25	178	81	R	B	DM	["DM","CM"]	Chesterfield	2025	65	56	69	76	74	74	66	74	68	70	71	68	66	62	61	68	63	66	68	62	68	68	66	71	50	66	59
Christopher Charl Olivier	18	187	81	R	B	DM	["DM","CBT","CM"]	Stuttgart II	2027	63	61	72	74	77	74	66	71	69	71	70	67	65	61	66	68	62	63	68	64	70	71	66	69	50	66	59
Marius Berntsen Olsen	23	190	76	R	B	CBT	["CBT"]	Kristiansund	2025	49	67	70	71	66	66	67	62	65	62	65	64	58	49	61	68	58	61	62	69	69	65	49	68	50	64	59
Tani Oluwaseyi	24	188	77	R	B	CF	["CF"]	Minnesota United	2024	68	37	66	71	83	76	63	77	68	75	61	64	58	58	71	71	63	61	62	68	74	66	61	69	50	69	59
Chilohem Chukwuma Onuoha	19	188	75	L	B	AM	["AM","CF","WF","SM","SS"]	Verl	2025	66	42	66	71	74	70	68	68	71	72	70	67	66	61	67	68	61	63	62	61	66	69	68	63	50	64	59
Tyler Onyango	21	196	75	R	B	CM	["CM","AM"]	Stockport County	2025	67	54	83	76	66	66	67	62	68	62	71	69	64	61	61	68	59	61	62	67	74	66	67	76	50	70	59
Enock Kofi Otoo	20	174	68	R	B	AM	["AM","CF","SS"]	Lyngby	2027	66	50	66	71	83	79	66	72	68	74	67	65	62	52	66	68	60	61	62	61	66	68	66	66	50	66	59
Gabriel Oualengbe	20	188	80	L	B	CM	["CM"]	Paris	2026	65	62	73	71	66	66	68	62	67	63	71	67	63	58	61	68	61	61	62	61	66	70	68	68	50	67	59
Aston Oxborough	26	196	98	R	B	GK	["GK"]	Motherwell	2027	31	71	77	71	62	62	71	61	58	55	61	64	62	64	33	68	43	61	49	55	68	65	46	56	71	63	59
Mark Thomas Oxley	34	190	87	R	B	GK	["GK"]	Harrogate Town	2025	31	68	76	71	62	62	66	62	58	55	61	63	62	63	34	67	43	61	49	55	64	65	45	62	68	61	59
Daniel Oyegoke	21	178	73	R	B	CBT	["CBT","SB"]	Hearts	2027	63	64	71	71	83	76	64	72	67	75	65	64	61	60	61	68	59	61	62	61	71	65	64	68	50	63	59
Daniel Alejandro Padilla Franco	19	170	65	R	B	CM	["CM","WF","SM"]	Caracas	2025	66	50	76	71	71	73	68	70	68	69	75	70	69	62	63	68	61	61	62	65	66	67	68	63	50	63	59
Gerardo José Padrón Colmenares	22	169	56	R	B	SM	["SM","CM","AM"]	Rayo Zuliano	2025	68	53	79	71	79	71	66	70	73	75	72	68	69	64	64	68	65	61	62	61	66	73	66	65	50	67	59
Sang-hoon Paik 백상훈	22	173	70	R	B	CM	["CM"]	Seoul	2028	66	52	74	71	69	66	73	70	71	69	69	66	64	56	61	68	61	61	62	61	66	71	73	63	50	66	59
Krystian Palacz	21	180	72	L	B	SB	["SB"]	Motor Lublin	2026	63	63	71	71	79	85	68	80	65	70	65	64	62	60	61	68	59	61	62	61	66	66	68	69	50	66	59
Pan Ximing 潘喜明	31	183	76	R	B	CBT	["CBT"]	Meizhou Hakka	2025	47	68	74	71	71	66	66	68	65	66	65	64	60	57	61	68	56	61	62	73	71	65	49	72	50	65	59
Isaiah Parker	22	173	72	L	B	SB	["SB","SM","WB"]	Dallas	2024	60	58	72	71	84	84	63	82	69	76	63	62	62	65	61	68	60	61	62	61	66	68	58	65	50	62	59
Connor Parsons	24	176	68	R	B	WF	["WF","SM"]	Waterford	2024	60	52	70	71	85	85	63	82	68	77	71	67	61	56	62	68	59	61	64	61	66	66	58	63	50	64	59
Patryk Paryzek	18	192	80	R	B	CF	["CF","WF","SM"]	Pogoń Szczecin	2026	66	49	71	71	66	66	66	65	70	63	68	65	62	60	70	68	64	61	62	73	70	71	66	63	50	63	59
Joshua Jordan Passley	30	183	79	R	B	SB	["SB"]	Bromley	2025	63	57	71	78	78	78	65	75	65	70	65	64	65	63	61	68	58	61	67	61	69	65	65	75	50	66	59
Julian Andreas Pauli	19	190	80	R	B	CBT	["CBT"]	FC Köln	2027	48	69	77	71	74	73	69	66	65	68	67	65	58	52	61	68	57	61	62	70	78	65	49	69	50	64	59
Lewis Payne	20	178	73	R	B	SB	["SB"]	Cheltenham Town	2025	63	59	68	73	73	79	66	72	68	68	66	65	64	62	61	68	61	61	63	61	67	69	66	71	50	63	59
Everson Junior Pereira da Silva	21	182	75	R	B	AM	["AM","DM","CM"]	Ajaccio	2026	63	31	69	71	80	76	65	74	72	76	68	66	65	64	62	68	62	67	66	61	66	72	65	63	50	63	59
Gonzalo Ezequiel Petit Abad	18	189	80	R	B	CF	["CF"]	Nacional	2026	70	33	72	71	66	66	69	63	68	64	61	63	58	57	73	69	65	61	62	72	72	70	69	63	50	64	59
Cameron Peupion	22	175	76	R	B	WF	["WF","SM","AM"]	Brighton & Hove Albion	2025	62	49	71	71	66	73	65	68	67	65	70	67	66	62	61	68	60	65	62	65	66	67	65	65	50	66	59
Denis Pfaffenrot	19	173	68	R	B	AM	["AM","SM","WF"]	SpVgg Greuther Fürth	2026	62	37	71	71	74	73	64	74	72	71	70	67	63	60	61	68	62	61	62	61	66	73	64	64	50	64	59
Dominik Piła	23	187	78	L	B	SB	["SB"]	Lechia Gdańsk	2025	64	57	67	72	77	77	63	72	68	70	69	66	65	65	63	68	63	61	67	65	73	69	61	65	50	65	59
Oscar Priestman	21	175	72	R	B	CM	["CM","DM"]	Western Sydney Wanderers	2027	66	61	73	78	74	75	63	75	70	70	71	68	62	55	61	68	61	61	62	61	66	71	63	76	50	68	59
Philip Quinton	25	198	93	L	B	CBT	["CBT"]	Real Salt Lake	2024	46	68	79	75	66	66	66	62	65	61	63	62	59	48	61	68	53	61	62	69	74	65	45	71	50	61	59
Kacper Radkowski	23	194	81	R	B	CBT	["CBT"]	Waterford	2025	52	66	76	71	66	66	66	62	65	61	66	64	61	53	61	68	58	61	62	66	71	65	55	70	50	67	59
Josh Rae	24	188	72	R	B	GK	["GK"]	St. Johnstone	2026	31	68	73	71	62	62	70	60	58	55	61	64	62	64	31	68	43	61	49	55	66	65	38	58	68	59	59
Johan Rapp	23	187	79	R	B	CBT	["CBT"]	Värnamo	2027	48	68	72	71	66	68	67	63	65	63	65	64	59	51	61	68	58	61	62	66	71	65	51	68	50	65	59
Jing Reec	21	188	80	L	B	CF	["CF","SM","WF"]	Melbourne Victory	2027	65	38	69	71	83	86	63	75	66	74	61	62	60	62	67	68	61	61	62	63	76	65	63	67	50	64	59
Rehnesh Thumbirumbu Paramba	31	180	75	R	B	GK	["GK"]	Mumbai City	2027	31	68	71	71	62	62	68	59	58	56	61	62	60	62	30	66	43	61	49	55	65	65	41	55	68	56	59
Gonzalo Requena	21	188	80	R	B	CBT	["CBT"]	Instituto	2024	45	68	81	71	66	66	68	62	65	62	61	62	58	54	61	68	55	61	62	64	72	65	45	66	50	60	59
Bailey Rice	18	180	70	L	B	DM	["DM"]	Rangers	2026	63	64	71	71	66	66	68	68	69	63	73	69	65	54	61	68	62	61	62	61	66	72	68	69	50	72	59
Jack Robinson	23	180	74	L	B	DM	["DM","CM","SB"]	Carlisle United	2025	65	62	69	72	69	73	67	70	66	65	68	65	64	61	61	68	60	61	62	65	71	67	67	71	50	66	59
Zachary Scott Robinson	22	185	78	R	B	CF	["CF"]	Motherwell	2026	68	39	68	71	76	75	67	74	69	72	61	62	58	58	68	68	63	61	62	65	73	69	67	66	50	65	59
Braudílio Pina Rodrigues	25	183	77	R	B	WF	["WF","SM","AM"]	Seattle Sounders	2024	62	31	71	71	77	76	63	77	70	73	61	63	60	63	71	68	63	61	62	61	66	68	62	63	50	63	59
Carlitos Jose Rodriguez Sotto	20	165	60	R	B	SB	["SB","SM","WB"]	Wilstermann	2024	65	57	80	75	81	80	66	79	68	76	63	63	61	62	61	68	59	61	62	61	66	65	64	67	50	61	59
Paulo Rodríguez	21	177	73	L	B	AM	["AM"]	Deportivo Garcilaso	2024	68	47	66	71	70	71	68	68	67	68	68	66	65	60	61	68	60	61	62	61	66	67	68	64	50	66	59
Daniel Rogers	30	185	77	L	B	GK	["GK"]	St Patrick's	2026	31	68	72	71	62	62	68	60	58	55	61	63	61	63	35	66	43	61	49	55	66	65	43	59	68	63	59
Camilo Andrés Romero Jiménez	23	191	88	R	B	GK	["GK"]	Millonarios	2025	31	68	74	71	62	62	68	65	58	57	61	62	60	62	34	66	43	61	49	55	66	65	45	56	68	58	59
Matthieu Rongier	22	185	75	R	B	GK	["GK"]	Amiens SC	2025	31	68	72	71	62	62	68	60	58	55	61	63	61	63	32	66	43	61	49	55	66	65	37	49	69	55	59
Kacper Rosa	30	191	88	R	B	GK	["GK"]	Motor Lublin	2025	31	68	75	71	62	62	68	59	58	55	61	63	62	63	36	67	43	61	49	55	65	65	45	52	68	59	59
Alexandru Vasile Ailiesei Roșca	21	186	82	R	B	GK	["GK"]	Dinamo Bucureşti	2028	31	69	73	71	62	62	68	60	58	55	61	62	60	62	34	66	43	61	49	55	67	65	43	54	69	59	59
Andrei Marius Rus	23	176	73	R	B	SB	["SB"]	Oțelul Galați	2025	63	58	68	78	78	75	68	74	65	70	62	62	60	60	61	68	57	61	62	61	66	65	68	68	50	59	59
Markus Rusek	30	178	77	R	B	DM	["DM"]	Grazer AK	2026	62	66	74	71	66	66	68	66	67	63	69	67	59	59	61	68	60	61	62	64	66	67	62	72	50	67	59
Nathanaël Ruben Saintini	24	188	85	R	B	CBT	["CBT","SB"]	Martigues	2025	64	61	81	74	69	66	68	62	66	65	65	64	65	58	61	68	60	61	62	71	76	68	68	73	50	64	59
Harvey Read Saunders	27	180	69	L	B	CF	["CF","WF","SM"]	Tranmere Rovers	2026	68	32	68	75	88	92	68	83	67	76	63	63	58	57	67	68	61	61	62	61	69	66	68	66	50	63	59
Callum Scanlon	19	180	74	L	B	SB	["SB"]	Millwall	2025	65	61	66	71	74	80	64	77	71	72	67	65	64	63	61	68	61	61	62	61	69	70	64	68	50	64	59
Marcel Schantl	24	182	67	R	B	SB	["SB","SM","WB"]	Blau-Weiß Linz	2026	65	61	75	71	68	67	67	65	67	65	72	68	66	61	61	68	61	61	62	61	66	69	67	68	50	67	59
Paul Schermer	20	186	76	R	B	GK	["GK"]	WSG Tirol	2025	31	69	72	71	62	62	69	60	58	55	61	62	60	62	29	66	43	61	49	55	67	65	39	55	69	57	59
Kwabenaboye Schulz	26	189	80	L	B	CBT	["CBT","SB"]	Viktoria Köln	2025	62	61	74	71	66	66	65	65	65	61	68	65	63	63	61	68	59	61	62	66	71	66	65	70	50	63	59
Moritz Schulze	23	190	85	R	B	GK	["GK"]	SpVgg Greuther Fürth	2028	31	68	73	71	62	62	71	59	58	55	61	62	60	62	30	66	43	61	49	55	65	65	44	57	68	58	59
Brady Canfield Scott	25	187	78	R	B	GK	["GK"]	LA Galaxy	2024	31	70	73	71	62	62	68	61	58	55	61	63	61	63	31	66	43	61	49	55	68	65	34	50	70	55	59
Adrian Segecic	20	173	68	L	B	WF	["WF","SM"]	Sydney FC	2025	64	43	77	71	79	79	64	75	71	75	64	63	60	57	64	68	61	61	62	61	66	71	64	67	50	64	59
David Sellés López	21	185	77	L	B	CBT	["CBT"]	Levante	2025	50	69	66	71	66	66	70	66	65	63	68	66	62	55	61	68	58	61	62	69	67	65	53	69	50	65	59
Jorge Alejandro Severo Cordero	19	167	65	R	B	WF	["WF","SM"]	Racing	2025	64	51	69	71	74	74	65	74	70	74	68	66	66	65	65	68	61	61	62	61	66	65	65	67	50	64	59
Max Sheaf	24	183	65	R	B	CM	["CM","AM"]	Ross County	2025	66	59	67	73	68	71	67	74	68	67	71	68	65	62	63	68	62	61	64	61	66	69	67	70	50	67	59
Shi Yan 石炎	22	170	63	R	B	WF	["WF","SM"]	Tianjin Jinmen Tiger	2024	66	45	76	71	79	78	68	80	67	73	63	62	63	62	61	68	59	61	62	61	66	65	68	64	50	63	59
Sang-eun Shin 신상은	25	185	72	R	B	WF	["WF","SM","CF"]	Daejeon Citizen	2025	67	32	78	71	83	82	67	80	67	74	65	64	61	62	63	68	59	61	62	63	79	66	67	64	50	63	59
Hussain Alsebyani	23	168	60	L	B	SB	["SB","SM","WB"]	Al Shabab	2026	63	56	75	72	84	84	65	82	68	74	62	62	60	60	61	68	60	61	62	61	67	68	65	65	50	60	59
Janne Sietan	22	185	79	R	B	DM	["DM","CM","CBT"]	Waldhof Mannheim	2025	63	62	75	73	68	66	68	64	65	65	68	67	61	57	61	68	59	61	62	67	73	66	67	71	50	62	59
Gabriel Sigua გაბრიელ სიგუა	19	190	88	R	B	CM	["CM","DM"]	Basel	2028	67	55	77	71	70	71	68	68	69	68	69	67	62	57	66	68	63	61	62	61	66	70	68	69	50	67	59
Tommy Simkin	19	190	82	R	B	GK	["GK"]	Walsall	2025	31	69	74	71	62	62	68	60	58	55	61	62	61	62	31	66	43	61	49	55	66	65	42	57	69	59	59
Luan Simnica	20	182	74	L	B	DM	["DM","CM"]	Stuttgart II	2025	68	59	68	71	66	68	70	66	70	67	70	67	66	60	66	68	62	61	64	68	69	69	70	71	50	69	59
Simon Simoni	20	192	81	R	B	GK	["GK"]	Ingolstadt	2025	31	70	75	71	62	62	69	61	58	55	61	61	60	61	31	66	43	61	49	55	68	65	35	50	70	56	59
Naorem Mahesh Singh	25	175	59	L	B	WF	["WF","SM"]	East Bengal	2027	66	36	69	71	78	75	63	74	65	70	67	65	63	60	71	68	61	61	62	61	70	65	63	67	50	67	59
Mehtab Singh	26	180	73	R	B	CBT	["CBT","SB"]	Mumbai City	2026	63	62	80	71	72	66	66	62	65	67	62	62	58	47	61	68	55	61	62	63	78	65	66	68	50	60	59
Roshan Singh	25	172	68	L	B	SB	["SB","SM","WB"]	Bengaluru	2026	63	57	76	80	73	68	65	71	66	68	66	65	65	62	61	68	60	64	62	61	66	66	65	69	50	63	59
Jeakson Singh Thaunaojam	23	189	81	R	B	DM	["DM","CM","AM"]	East Bengal	2028	64	59	79	77	66	66	63	66	68	64	68	65	62	57	61	68	60	61	62	68	73	68	62	75	50	67	59
Xavier Sintes Egea	23	190	77	R	B	DM	["DM","CBT"]	Córdoba	2026	63	60	69	71	66	66	66	62	65	60	74	69	61	57	61	68	59	61	62	73	73	66	66	71	50	67	59
Luca Sirch	25	185	81	R	B	CBT	["CBT","DM"]	Kaiserslautern	2025	61	65	77	71	66	66	66	63	65	64	67	65	62	54	61	68	53	61	62	69	74	65	61	72	50	66	59
Axel Sjöberg	24	177	70	R	B	SB	["SB"]	St Patrick's	2024	67	63	71	71	73	70	67	71	67	69	65	64	62	61	61	68	60	61	62	64	66	67	67	70	50	68	59
Henrik Langaas Skogvold	20	176	72	R	B	CF	["CF","WF","SM"]	Fredrikstad	2028	68	43	73	71	81	78	66	81	69	74	65	64	60	62	69	68	63	61	62	61	66	69	66	65	50	65	59
