name	age	height	weight	foot	injury tolerance	position_prefered_team	positions	fifa_team	contract_valid_until	attack	defence	balance	stamina	speed	acceleration	response	agility	dribble accuracy	dribble speed	short pass accuracy	short pass speed	long pass accuracy	long pass speed	shot accuracy	shot power	shot technique	free kick accuracy	swerve	heading	jump	technique	aggression	mentality	gk skills	team work
Lucas Vázquez Iglesias	33	173	70	R	B	SB	["SB"]	Real Madrid	2025	84	76	75	93	84	84	85	84	85	84	85	84	84	84	79	83	76	78	85	68	74	84	85	85	50	82
Jesús Vallejo Lázaro	27	184	79	R	B	CBT	["CBT"]	Real Madrid	2025	55	79	75	71	74	68	81	70	71	68	76	70	66	56	61	68	63	61	62	76	78	75	62	75	50	81
Daniel Ceballos Fernández	28	179	70	R	B	CM	["CM","AM"]	Real Madrid	2027	82	74	74	81	66	74	82	77	86	75	85	82	81	79	74	79	77	74	80	62	66	86	81	80	50	82
Francisco José García Torres	25	169	63	L	B	SB	["SB"]	Real Madrid	2027	76	72	81	83	90	91	79	89	81	85	81	74	75	74	62	68	66	62	74	65	79	81	78	78	50	73
Brahim Abdelkader Díaz ابراهيم عبد القادر دياز	25	170	68	R	B	AM	["AM","WF","SM"]	Real Madrid	2027	83	43	79	76	87	87	83	89	87	87	86	81	81	78	81	77	79	71	78	63	66	88	83	67	50	77
Antonio Rüdiger	31	190	86	R	B	CBT	["CBT"]	Real Madrid	2026	69	90	92	78	92	75	89	69	79	83	88	86	81	79	63	86	69	68	62	87	90	81	74	85	50	89
Ferland Sinna Mendy	29	180	73	L	B	SB	["SB"]	Real Madrid	2025	83	79	86	90	90	90	84	86	81	85	84	78	82	76	72	74	68	63	76	78	91	81	84	88	50	82
Francisco Javier González Pérez	19	199	80	R	B	GK	["GK"]	Real Madrid	2026	31	69	79	71	62	62	71	60	58	55	61	62	61	62	32	66	43	61	49	55	67	65	44	60	69	60
Jacobo Ramón Naveros	19	190	78	R	B	CBT	["CBT"]	Real Madrid	2028	50	72	72	71	69	68	71	65	65	65	71	68	61	49	61	68	59	61	62	77	79	65	52	68	50	66
Raúl Asencio del Rosario	21	184	79	R	B	CBT	["CBT"]	Real Madrid	2026	46	68	73	71	69	68	67	66	65	65	71	68	65	49	61	68	60	61	62	76	75	67	43	65	50	61
Alejandro Remiro Gargallo	29	192	79	R	B	GK	["GK"]	Real Sociedad	2027	31	88	86	72	62	62	88	80	59	55	63	69	67	70	36	83	43	63	49	56	82	66	53	75	85	67
Álvaro Odriozola Arzallus	28	175	66	R	B	SB	["SB"]	Real Sociedad	2029	76	74	74	81	85	79	78	78	79	82	76	71	77	73	61	68	67	61	75	76	77	78	78	76	50	72
Aihen Muñoz Capellán	27	175	68	L	B	SB	["SB"]	Real Sociedad	2027	76	74	71	81	80	81	78	76	78	81	76	71	78	69	62	68	65	61	71	72	79	74	78	81	50	76
Martín Zubimendi Ibáñez	25	181	74	R	B	DM	["DM","CM"]	Real Sociedad	2027	85	78	76	83	68	71	87	74	82	74	85	76	79	68	76	68	72	67	72	73	75	84	87	80	50	81
Igor Zubeldía Elorza	27	181	73	R	B	CBT	["CBT"]	Real Sociedad	2029	70	83	84	83	83	79	85	78	77	79	83	81	76	74	70	79	67	72	77	78	87	78	76	85	50	82
Aritz Elustondo Irribaria	30	180	71	R	B	SB	["SB","CBT"]	Real Sociedad	2026	69	80	80	76	72	66	85	65	70	67	83	75	74	69	61	68	65	61	62	83	85	81	85	80	50	66
Ander Barrenetxea Muguruza	22	175	74	R	B	WF	["WF","SM"]	Real Sociedad	2030	79	36	76	71	79	83	79	85	81	80	76	77	73	78	78	79	74	61	69	67	67	81	79	63	50	73
Arsen Zakharyan Захарян Арсен Норайрович	21	182	73	R	B	SM	["SM","CM"]	Real Sociedad	2029	76	60	70	78	80	85	77	79	78	78	77	77	79	77	74	78	76	81	77	62	70	79	77	72	50	73
Orri Steinn Óskarsson	20	188	80	R	B	CF	["CF"]	Real Sociedad	2030	77	37	76	75	74	74	76	73	74	72	72	73	63	66	75	76	69	66	62	70	78	76	76	69	50	70
Mikel Oyarzabal Ugarte	27	181	79	L	B	CF	["CF","WF","SM"]	Real Sociedad	2028	87	53	73	83	79	81	85	81	87	82	87	86	82	85	86	86	85	83	81	81	80	87	85	74	50	79
Sheraldo Rudi Becker	29	180	77	R	B	CF	["CF","SM","WF"]	Real Sociedad	2026	81	35	80	78	95	92	82	87	82	88	79	79	77	78	80	80	78	62	71	73	86	82	82	71	50	72
Javier López Carballo	22	183	75	L	B	SB	["SB"]	Real Sociedad	2030	67	69	72	79	82	78	74	77	67	72	72	68	65	65	61	68	62	61	62	71	78	72	72	74	50	63
Unai Marrero Larrañaga	23	189	82	R	B	GK	["GK"]	Real Sociedad	2027	31	73	76	71	62	62	74	62	58	55	61	63	61	63	29	66	43	61	49	55	70	65	40	58	73	60
Takefusa Kubo 久保 建英	23	173	64	L	B	WF	["WF","SM","CF"]	Real Sociedad	2029	83	48	76	80	82	90	83	89	87	84	83	79	81	79	85	77	79	80	79	63	74	87	83	69	50	76
Urko González de Zarate Quirós	23	189	83	R	B	CBT	["CBT","DM"]	Real Sociedad	2028	64	67	79	71	66	66	71	64	65	60	77	71	66	54	61	68	60	61	62	76	79	68	69	67	50	66
Jon Ander Olasagasti Imizcoz	24	176	74	L	B	CM	["CM","DM"]	Real Sociedad	2025	72	67	74	81	66	70	75	70	68	63	78	73	68	62	70	68	64	70	70	70	74	69	75	77	50	71
Sergio Gómez Martín	24	171	68	L	B	SB	["SB","CM"]	Real Sociedad	2030	77	72	76	79	68	79	78	83	79	74	78	77	78	79	73	76	76	80	79	61	68	79	78	77	50	77
Hamari Traoré	32	175	64	R	B	SB	["SB"]	Real Sociedad	2026	79	76	80	90	86	83	81	81	81	83	80	77	81	79	63	76	67	62	78	77	85	81	81	85	50	77
Umar Sadiq Mesbah	27	192	78	R	B	CF	["CF"]	Real Sociedad	2028	77	40	91	77	88	83	76	77	80	84	78	80	62	71	83	84	74	62	68	79	93	80	76	68	50	70
Jon Pacheco Dozagarat	23	184	77	L	B	CBT	["CBT"]	Real Sociedad	2027	52	76	77	71	66	66	75	62	65	61	80	73	63	49	61	68	63	61	62	79	77	76	57	71	50	69
Nayef Aguerd نايف أكرد	28	190	76	L	B	CBT	["CBT"]	Real Sociedad	2025	65	84	79	76	80	66	84	62	73	72	79	76	70	65	62	74	65	62	62	84	84	79	71	78	50	79
Beñat Turrientes Imaz	22	181	70	R	B	CM	["CM","DM"]	Real Sociedad	2027	71	62	75	80	69	73	73	73	73	69	78	73	73	67	61	68	64	76	68	66	66	76	73	77	50	73
Brais Méndez Portela	27	187	76	L	B	CM	["CM","SM","AM"]	Real Sociedad	2028	85	68	77	78	74	76	85	78	87	80	87	83	84	81	86	80	81	81	78	78	83	87	85	79	50	84
Luka Sučić	22	185	77	L	B	AM	["AM","CM"]	Real Sociedad	2028	74	54	75	77	79	85	75	81	79	79	78	80	78	79	76	82	78	78	79	61	76	79	75	72	50	73
Jon Magunazelaia Argoitia	23	180	75	R	B	AM	["AM","SM","WF"]	Real Sociedad	2026	66	49	74	71	77	80	65	77	72	74	71	72	68	70	71	75	68	61	62	67	71	71	65	66	50	66
Jon Mikel Aramburu Mejías	22	176	71	R	B	SB	["SB"]	Real Sociedad	2026	67	68	70	76	74	77	75	74	69	71	71	67	68	65	61	68	60	65	66	61	67	68	73	71	50	65
Pablo Marín Tejada	21	178	73	R	B	AM	["AM","CM"]	Real Sociedad	2027	69	45	69	71	73	66	66	64	74	72	77	71	67	57	71	68	66	61	62	61	66	75	66	65	50	67
Jon Martín Vicente	18	188	74	R	B	CBT	["CBT"]	Real Sociedad	2030	50	64	69	73	72	74	67	65	65	67	63	62	58	50	61	68	57	61	62	69	74	65	53	70	50	63
Aitor Fraga Torres	21	194	83	R	B	GK	["GK"]	Real Sociedad	2025	31	70	78	71	62	62	67	58	58	55	61	62	61	62	32	66	43	61	49	55	64	65	37	52	69	54
Egoitz Arana Aizpurua	22	197	88	R	B	GK	["GK"]	Real Sociedad	2025	31	69	78	71	62	62	66	57	58	55	61	62	60	62	32	66	43	61	49	55	62	65	41	64	68	61
André Filipe Magalhães Ribeiro Ferreira	28	193	79	R	B	GK	["GK"]	Real Valladolid	2027	31	76	83	71	62	62	77	70	58	55	61	65	63	65	38	71	43	61	49	55	73	65	47	62	74	64
Luis Jesús Pérez Maqueda	29	174	71	R	B	SB	["SB"]	Real Valladolid	2025	76	69	79	88	89	90	76	88	71	79	71	67	67	65	61	68	61	61	64	65	83	69	72	81	50	74
David Torres Ortiz	21	182	76	L	B	CBT	["CBT"]	Real Valladolid	2026	49	74	75	71	68	66	75	62	65	65	77	71	64	53	61	68	61	61	62	71	74	71	51	69	50	69
Víctor Andrés Meseguer Cavas	25	184	77	R	B	CM	["CM","AM","CF","SS"]	Real Valladolid	2029	75	68	76	78	69	67	74	65	77	72	78	74	71	66	78	70	69	74	70	74	77	78	74	77	50	76
Javier Sánchez de Felipe	27	189	84	R	B	CBT	["CBT"]	Real Valladolid	2026	59	78	85	73	73	74	81	65	71	68	75	73	66	58	66	72	64	74	62	73	83	76	65	74	50	77
Cenk Özkaçar	24	190	85	L	B	CBT	["CBT","SB"]	Real Valladolid	2025	65	71	82	74	66	67	74	67	69	65	72	70	64	60	61	69	61	61	62	76	83	71	73	75	50	69
Mamadou Sylla Diallo	30	184	84	R	B	CF	["CF","SM","WF"]	Real Valladolid	2026	76	38	82	80	80	79	73	79	76	78	75	75	64	70	78	76	72	62	70	77	89	74	73	74	50	73
Enrique Pérez Muñoz	27	184	74	L	B	CM	["CM","AM","DM"]	Real Valladolid	2025	73	60	70	71	66	68	77	73	82	73	81	74	71	62	73	68	73	68	77	66	68	83	77	68	50	72
Marcos André de Sousa Mendonça	28	184	78	R	B	CF	["CF"]	Real Valladolid	2028	75	42	81	71	75	78	67	75	75	74	73	75	64	68	76	79	74	67	62	76	85	76	67	70	50	72
Iván Sánchez Aguayo	32	169	66	L	B	SM	["SM","CM","AM"]	Real Valladolid	2025	73	48	77	71	72	75	73	82	81	76	80	75	77	73	75	71	70	73	79	61	66	81	73	68	50	74
Raúl Moro Prescoli	21	168	67	R	B	WF	["WF","SM"]	Real Valladolid	2028	72	38	75	71	84	86	68	83	80	82	75	70	71	68	72	68	68	61	73	61	66	80	68	63	50	70
Mario Martín Rielves	20	177	75	R	B	CM	["CM"]	Real Valladolid	2025	72	64	72	71	73	74	74	74	77	74	78	72	72	63	63	68	64	61	66	64	66	77	74	71	50	74
Karl Jakob Hein	22	193	76	R	B	GK	["GK"]	Real Valladolid	2025	31	73	77	71	62	62	75	62	58	55	61	63	61	63	31	66	43	61	49	55	70	65	45	58	73	60
Juan Miguel Latasa Fernández Layos	23	192	83	L	B	CF	["CF"]	Real Valladolid	2029	78	31	83	74	76	70	76	65	75	75	73	75	59	66	79	78	73	64	62	81	87	75	76	66	50	69
Eray Ervin Cömert	26	183	80	R	B	CBT	["CBT"]	Real Valladolid	2025	53	78	81	79	76	74	76	73	65	69	76	77	67	68	61	79	68	68	62	78	85	75	59	79	50	74
César de la Hoz López	32	180	75	R	B	DM	["DM","CBT","CM"]	Real Valladolid	2025	71	69	76	87	66	66	73	64	72	63	75	70	66	57	69	68	66	61	62	68	69	74	71	80	50	71
Darwin Daniel Machís Marcano	31	174	74	R	B	WF	["WF","SM"]	Real Valladolid	2026	78	46	81	73	86	90	76	91	84	86	78	81	77	81	80	85	76	82	76	63	78	83	76	75	50	77
Amath Ndiaye Diedhiou	28	173	70	R	B	WF	["WF","SM","CF"]	Real Valladolid	2027	76	53	72	71	90	91	73	88	81	85	78	78	72	75	78	79	76	72	76	72	82	81	73	73	50	76
Stanko Jurić	28	188	82	R	B	DM	["DM","CM"]	Real Valladolid	2027	69	70	88	84	69	69	73	68	74	71	74	75	66	65	75	77	68	65	62	73	83	75	71	80	50	70
Selim Amallah	28	185	81	R	B	AM	["AM","CM","SM"]	Real Valladolid	2027	78	66	78	75	71	73	75	75	77	74	80	79	76	76	77	79	76	77	78	71	78	77	75	79	50	81
Lucas Oliveira Rosa	24	177	73	R	B	SB	["SB","SM","WB"]	Real Valladolid	2025	65	67	71	83	75	79	72	73	68	68	72	68	69	68	61	68	62	61	62	67	72	72	71	72	50	60
Anuar Mohamed Tuhami	29	174	71	R	B	CM	["CM","AM","SM"]	Real Valladolid	2025	76	66	76	88	80	82	78	85	73	76	74	70	70	67	72	68	67	61	69	67	74	73	78	80	50	73
Robert Kenedy Nunes do Nascimento	28	180	85	L	B	WF	["WF","SM","CF"]	Real Valladolid	2027	77	63	72	71	74	79	76	78	78	76	76	78	73	77	71	81	71	76	78	72	77	78	76	67	50	72
Arnau Rafús Aulet	21	187	75	R	B	GK	["GK"]	Real Valladolid	2025	31	71	74	71	62	62	71	62	58	55	61	66	64	66	29	74	43	61	49	55	69	65	38	55	71	62
Iván San José Cantalejo	20	172	64	L	B	AM	["AM","CM"]	Real Valladolid	2025	67	43	72	71	66	72	63	75	73	68	72	70	63	61	72	69	68	66	62	61	66	73	59	63	50	67
Raúl Chasco Ruiz	21	179	71	L	B	SB	["SB"]	Real Valladolid	2025	65	60	66	71	75	78	69	73	68	72	63	63	67	64	61	68	59	61	65	61	66	65	68	66	50	61
Jorge Iglesias González	19	172	67	R	B	SB	["SB"]	Real Valladolid	2026	68	65	74	71	69	69	70	64	65	68	61	62	62	62	61	68	56	61	62	64	66	65	68	67	50	64
Mario Maroto Argüello	20	176	66	R	B	CM	["CM","AM"]	Real Valladolid	2025	67	51	66	71	71	70	67	65	67	68	71	67	61	56	61	68	60	61	62	61	66	67	67	65	50	65
Abdulai Juma Bah	18	195	80	R	B	CBT	["CBT"]	Real Valladolid	2025	48	76	77	73	70	74	72	66	65	66	61	62	59	55	61	68	54	61	62	63	74	65	50	71	50	65
Álvaro Aceves Catalina	21	190	85	R	B	GK	["GK"]	Real Valladolid	2025	31	75	80	71	62	62	77	64	58	55	61	66	63	66	33	74	43	61	49	55	72	65	43	59	75	61
Eugene Adjei Frimpong	21	174	70	L	B	CM	["CM","AM"]	Real Valladolid	2025	65	61	70	76	76	78	71	77	66	69	74	69	66	59	61	68	60	64	62	66	72	68	67	72	50	68
Adrián Arnuncio Baquerín	17	185	74	R	B	CF	["CF"]	Real Valladolid	2027	67	32	68	71	66	66	63	67	65	62	66	65	58	55	73	68	62	65	62	69	66	65	63	66	50	63
Mario Sesè Vera	22	178	72	R	B	SM	["SM","SB","WB"]	Real Valladolid	2025	68	57	71	71	83	81	66	79	69	76	66	64	66	67	71	68	64	61	62	61	66	68	66	69	50	66
Álvaro Fernández Llorente	26	186	75	L	B	GK	["GK"]	Sevilla	2025	31	78	77	71	62	62	80	76	58	56	61	65	63	65	31	73	43	61	49	55	74	65	49	71	78	65
Adrià Giner Pedrosa	26	176	69	L	B	SB	["SB"]	Sevilla	2028	76	71	74	87	90	91	78	88	81	86	77	72	74	72	69	68	69	61	78	68	80	78	78	84	50	77
Enrique Jesús Salas Valiente	22	186	80	L	B	CBT	["CBT","SB"]	Sevilla	2026	67	75	79	77	74	66	79	62	65	68	71	68	58	48	61	68	62	61	62	74	77	73	78	77	50	67
Nemanja Gudelj Немања Гудељ	33	187	79	R	B	CBT	["CBT","DM"]	Sevilla	2026	76	79	90	83	66	66	83	66	78	66	85	88	82	84	71	90	81	83	85	81	85	83	83	84	50	79
Isaac Romero Bernal	24	184	70	L	B	CF	["CF","WF","SM"]	Sevilla	2025	76	31	73	72	77	74	76	72	77	76	78	76	74	74	81	75	74	61	74	78	80	78	76	65	50	70
Pedro Ortiz Bernat	24	184	76	L	B	CM	["CM","DM"]	Sevilla	2025	71	59	73	77	66	70	73	70	73	65	76	71	67	57	69	68	66	61	62	63	69	76	72	74	50	72
Kelechi Promise Iheanacho	28	185	82	L	B	CF	["CF"]	Sevilla	2026	79	46	78	73	75	75	78	75	80	77	78	79	72	73	78	80	79	71	78	72	80	81	78	73	50	77
Jesús Joaquín Fernández Sáez de la Torre	31	177	70	L	B	SM	["SM","AM","CM"]	Sevilla	2025	81	47	75	71	75	77	81	79	87	81	84	82	82	82	79	80	83	84	85	62	66	87	81	65	50	76
Dodi Lukébakio Ngandoli	27	187	77	L	B	WF	["WF","SM","CF"]	Sevilla	2028	81	40	74	73	89	85	81	84	86	88	78	81	74	82	81	85	81	75	80	66	78	85	81	66	50	74
Albert Mboyo Sambi Lokonga	25	183	73	R	B	CM	["CM","DM"]	Sevilla	2025	74	69	74	80	70	68	78	71	82	75	81	77	77	73	63	73	72	74	75	69	74	83	77	78	50	76
Ørjan Håskjold Nyland	34	192	90	R	B	GK	["GK"]	Sevilla	2025	31	79	82	71	62	62	79	66	58	55	61	68	65	69	34	80	43	61	49	55	77	65	51	66	79	63
Gerard Fernández Castellano	22	172	65	R	B	AM	["AM","WF","SM"]	Sevilla	2028	78	45	76	77	85	83	77	84	79	81	78	75	72	71	80	73	72	71	74	61	66	79	77	67	50	72
Gonzalo Ariel Montiel	27	175	70	R	B	SB	["SB"]	Sevilla	2026	78	73	76	81	83	82	78	83	77	80	77	74	75	75	67	73	67	61	69	73	80	77	78	83	50	79
Jesús Navas González	39	172	60	R	B	SB	["SB","SM","WB"]	Sevilla	2024	82	76	75	83	82	85	82	85	84	82	85	81	84	82	72	78	79	63	85	78	72	85	81	82	50	82
Saúl Ñíguez Esclapez	30	184	75	L	B	CM	["CM","SM"]	Sevilla	2025	82	77	78	81	74	72	83	74	83	78	84	83	80	78	79	83	81	71	77	84	85	83	83	81	50	82
Lucien Jefferson Agoume	22	188	72	R	B	CM	["CM","DM"]	Sevilla	2028	74	72	74	79	66	72	78	71	79	70	81	74	72	65	62	68	67	61	63	70	75	80	78	75	50	73
Valentín Barco	20	170	66	L	B	SB	["SB","SM","WB"]	Sevilla	2025	77	68	75	78	79	80	77	84	80	80	81	74	78	72	61	68	65	68	79	61	66	79	77	78	50	78
Mohameth Djibril Ibrahima Sow	27	184	76	R	B	CM	["CM","DM"]	Sevilla	2028	80	76	79	88	85	79	83	79	82	81	83	79	80	75	76	75	76	71	73	71	75	84	82	85	50	80
Chidera Ejuke	26	176	72	R	B	WF	["WF","SM"]	Sevilla	2027	76	44	80	81	91	95	78	94	83	88	77	78	75	78	73	80	74	71	78	61	72	83	78	72	50	72
Loïc Badé	24	191	89	R	B	CBT	["CBT"]	Sevilla	2027	54	81	86	73	72	66	81	62	75	70	78	72	64	53	61	68	64	61	62	80	85	79	61	77	50	79
Marcos do Nascimento Teixeira	28	185	80	L	B	CBT	["CBT"]	Sevilla	2027	54	82	85	86	68	68	82	68	77	71	79	72	67	53	61	68	64	61	62	76	82	78	59	88	50	85
Tanguy-Austin Nianzou Kouassi	22	191	83	R	B	CBT	["CBT"]	Sevilla	2027	55	80	85	74	74	66	78	63	72	71	78	72	65	55	61	68	62	61	62	81	86	73	60	77	50	78
Juan Luis Sánchez Velasco	21	186	70	R	B	SB	["SB"]	Sevilla	2026	68	72	68	79	70	70	76	65	81	74	75	70	72	70	72	68	66	61	62	71	70	82	76	74	50	67
Stanis Idumbo Muzambo	19	171	61	R	B	AM	["AM","SM","WF"]	Sevilla	2025	67	38	75	73	79	73	65	72	69	73	66	65	65	63	72	68	63	63	62	68	77	69	65	66	50	65
Manuel Bueno Sebastián	20	178	73	L	B	CM	["CM","AM","DM"]	Sevilla	2025	71	63	68	71	66	71	72	68	73	66	74	69	65	56	72	68	66	61	62	63	66	74	70	69	50	70
Darío Benavides Fuentes	21	178	72	R	B	SB	["SB","CBT"]	Sevilla	2025	65	65	70	73	66	69	71	65	70	63	71	68	63	63	61	68	62	61	62	71	72	72	71	71	50	61
Alberto Collado López	19	176	70	R	B	CM	["CM"]	Sevilla	2027	63	57	71	71	69	68	65	66	65	65	70	67	62	54	61	68	58	61	62	61	66	65	65	67	50	66
Alberto Flores López	21	186	80	L	B	GK	["GK"]	Sevilla	2027	31	71	74	71	62	62	71	62	58	55	61	64	62	64	29	68	43	61	49	55	69	65	42	57	72	60
José Ángel Carmona Navarro	22	183	80	R	B	SB	["SB","SM","WB"]	Sevilla	2025	76	74	70	78	85	81	78	79	78	81	77	73	75	73	74	70	70	61	77	70	79	78	78	75	50	74
Pablo Rivera Cruz	20	178	68	R	B	CM	["CM"]	Sevilla	2026	62	57	71	71	68	69	63	67	65	65	68	65	61	54	61	68	59	61	62	61	66	65	63	67	50	65
Diego Hormigo Iturralde	21	182	75	L	B	SB	["SB","CBT"]	Sevilla	2025	64	65	66	71	70	74	72	67	65	66	70	67	65	64	61	68	59	61	62	65	68	65	68	66	50	60
Ibrahima Sow	17	184	75	R	B	CF	["CF"]	Sevilla	2026	67	31	74	71	79	77	63	67	65	70	68	65	61	59	66	68	61	63	62	76	80	65	61	63	50	64
Israel Domínguez Velasco	21	176	64	R	B	WF	["WF","SM"]	Sevilla	2025	65	37	73	71	74	75	63	68	68	70	68	65	65	65	68	68	60	61	64	61	66	68	63	63	50	64
Jaume Doménech Sánchez	34	185	73	R	B	GK	["GK"]	Valencia	2025	31	76	78	71	64	64	78	70	58	59	66	69	67	67	34	77	43	61	49	55	74	65	51	71	76	66
Maximiliano Caufriez	27	189	83	R	B	CBT	["CBT"]	Valencia	2025	55	77	80	72	66	66	77	62	68	62	73	68	67	62	61	68	62	61	62	74	77	73	61	75	50	74
Cristhian Andrey Mosquera Ibarguen	20	188	79	R	B	CBT	["CBT"]	Valencia	2026	53	82	78	82	78	82	82	78	65	70	78	74	67	61	61	70	62	61	62	81	89	73	59	81	50	78
Mouctar Diakhaby	27	189	78	R	B	CBT	["CBT"]	Valencia	2027	60	80	82	76	68	68	81	68	68	65	76	71	62	51	61	68	61	61	62	82	86	70	65	78	50	77
Enzo Alan Tomás Barrenechea	23	186	81	R	B	CM	["CM","DM"]	Valencia	2025	69	65	69	82	66	70	73	70	78	66	82	79	71	66	67	75	72	61	63	61	66	79	71	77	50	71
Hugo Guillamón Sanmartín	24	178	62	R	B	DM	["DM","CM","CBT"]	Valencia	2026	66	76	74	75	66	66	78	67	71	64	77	71	72	64	65	68	63	63	62	77	78	75	75	77	50	73
Sergi Canós Tenés	27	175	66	R	B	WF	["WF","SM"]	Valencia	2027	78	63	79	75	74	78	77	78	78	76	78	80	75	79	76	82	74	66	74	62	75	78	77	77	50	78
Javier Guerra Moreno	21	187	77	R	B	CM	["CM","DM"]	Valencia	2027	80	74	75	79	78	77	79	80	79	78	80	77	74	71	78	74	71	70	64	74	79	79	79	76	50	78
Hugo Duro Perales	25	177	70	L	B	CF	["CF"]	Valencia	2028	82	49	80	81	78	76	81	75	78	77	76	77	73	76	82	80	76	62	62	83	89	78	81	77	50	77
Domingos André Ribeiro Almeida	24	176	62	R	B	AM	["AM","CF","CM","SS"]	Valencia	2028	79	69	73	76	74	79	80	79	82	78	81	80	78	76	66	79	77	83	79	61	68	81	79	75	50	78
Rafael Mir Vicente	27	191	86	R	B	CF	["CF"]	Valencia	2025	80	49	87	76	82	77	75	74	78	79	78	80	69	78	78	83	77	69	69	83	92	78	75	76	50	76
Thierry Rendall Correia	25	176	69	R	B	SB	["SB"]	Valencia	2026	77	75	75	79	93	93	79	86	81	88	79	72	74	70	61	68	66	61	78	67	82	80	79	77	50	75
Stole Dimitrievski Столе Димитриевски	30	188	84	R	B	GK	["GK"]	Valencia	2026	31	81	82	71	62	62	81	68	58	55	61	67	65	67	40	78	43	61	49	55	78	65	54	72	82	69
José Luis Gayà Peña	29	172	66	L	B	SB	["SB"]	Valencia	2027	82	79	77	88	85	82	85	83	83	82	83	75	82	75	71	68	71	63	83	68	77	84	85	85	50	81
César Tárrega Requeni	22	193	78	R	B	CBT	["CBT"]	Valencia	2028	51	77	87	71	68	69	76	66	65	65	72	69	65	60	61	68	62	61	62	79	86	74	56	70	50	68
Diego López Noguerol	22	172	63	R	B	WF	["WF","SM","CF"]	Valencia	2027	79	45	70	76	82	82	77	80	79	80	78	75	74	73	78	73	73	63	70	68	76	80	77	67	50	72
Daniel Gómez Alcón	26	178	69	R	B	CF	["CF"]	Valencia	2025	77	49	75	76	78	79	74	77	74	75	73	75	67	71	73	79	72	61	64	72	80	75	74	67	50	71
José Luis García Vayá	26	186	73	R	B	CM	["CM","DM"]	Valencia	2028	77	77	79	89	73	73	81	73	82	77	86	82	81	78	73	78	77	81	83	70	78	83	79	84	50	79
Dimitri Foulquier	31	183	72	R	B	SB	["SB"]	Valencia	2025	77	74	78	80	79	79	76	76	74	76	74	74	75	75	64	75	66	61	70	73	82	74	76	78	50	75
Jesús Vázquez Alcalde	21	172	73	L	B	SB	["SB","SM","WB"]	Valencia	2026	70	70	67	74	77	74	76	72	72	75	76	73	74	71	61	71	65	61	70	70	74	71	76	71	50	68
Luis Jesús Rioja González	31	176	70	L	B	WF	["WF","SM"]	Valencia	2026	78	52	74	76	79	83	74	85	82	81	78	79	77	80	79	81	73	74	76	61	66	81	74	67	50	71
Francisco Pérez Martínez	22	176	67	R	B	WF	["WF","SM"]	Valencia	2026	76	50	69	76	78	79	76	80	79	79	79	75	74	73	73	72	75	70	68	61	66	78	76	67	50	70
Yarek Gąsiorowski Hernandis	19	190	75	L	B	CBT	["CBT","SB"]	Valencia	2025	64	73	71	76	73	71	76	73	65	67	73	68	67	62	61	68	62	61	62	79	79	71	71	75	50	69
Giorgi Mamardashvili გიორგი მამარდაშვილი	24	199	88	L	B	GK	["GK"]	Valencia	2025	31	88	88	72	62	62	88	71	59	55	63	66	66	66	34	76	43	63	49	56	84	66	50	63	87	65
David Otorbi Ejededawe	17	180	75	R	B	WF	["WF","SM"]	Valencia	2026	68	39	68	71	74	79	67	73	72	74	69	66	69	67	62	68	62	61	62	61	66	69	67	63	50	63
Ali Fadal	20	180	72	R	B	CM	["CM"]	Valencia	2025	63	59	68	71	68	66	66	66	66	65	73	68	65	60	61	68	63	61	62	68	66	71	66	67	50	66
Germán Valera Karabinaite	22	170	68	L	B	WF	["WF","SM"]	Valencia	2028	72	36	74	71	88	83	71	83	76	82	70	69	69	69	73	70	63	61	67	61	66	74	71	63	50	68
Rubén Iranzo Lendínez	21	182	69	R	B	CBT	["CBT","SB"]	Valencia	2025	62	66	70	71	66	66	72	65	65	60	71	68	66	64	61	68	59	61	62	73	71	66	64	71	50	66
Martín Tejón Fauli	20	165	60	R	B	AM	["AM","SM","WF"]	Valencia	2026	68	47	68	71	66	66	65	70	68	65	74	70	68	65	67	68	67	65	62	61	66	68	65	63	50	68
Raúl Jiménez Latorre	18	186	78	R	B	GK	["GK"]	Valencia	2025	31	68	71	71	62	62	68	60	58	55	61	63	61	63	31	66	43	61	49	55	66	65	34	47	68	54
Mario Dominguez Franco	20	175	67	R	B	CF	["CF"]	Valencia	2025	67	35	70	71	72	74	63	71	72	71	66	64	58	57	71	68	64	61	62	67	66	72	60	63	50	63
Marco Camús Muñoz	23	183	73	L	B	WF	["WF","SM"]	Valencia	2025	66	40	68	71	74	72	63	73	71	72	69	67	66	65	68	68	61	63	64	61	66	70	60	67	50	67
Iker Córdoba Sánchez	19	190	78	L	B	CBT	["CBT"]	Valencia	2026	46	64	69	71	67	68	65	62	65	64	68	66	60	50	61	68	58	61	62	71	73	65	45	64	50	57
Rodrigo Abajas Martín	21	186	78	L	B	SB	["SB"]	Valencia	2026	62	66	68	71	79	81	69	70	65	71	65	64	63	61	61	68	58	61	62	61	67	65	63	68	50	60
Luiz Lúcio Reis Júnior	23	194	88	R	B	GK	["GK"]	Villarreal	2030	31	80	83	71	62	62	81	66	58	55	61	66	63	66	32	74	43	61	49	55	76	65	49	65	79	67
Logan Evans Costa	23	190	91	R	B	CBT	["CBT"]	Villarreal	2030	52	80	83	77	66	66	78	62	73	67	77	71	69	63	61	68	62	61	62	81	85	73	57	77	50	78
